identity_id,customer_id,identifier_type,identifier_value,device_type,browser,ip_region,active_hours,confidence,matched_by
ID_5AC56E52,CUST_646349C1,email,dakshesh496@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_B5700D39,CUST_646349C1,device_id,DEV_064D9DFD,Mobile,Edge,TN,Morning,1.0,deterministic
ID_6CFAB48A,CUST_646349C1,phone,917608313704,,,TN,Night,1.0,deterministic
ID_F20BF507,CUST_0838480F,email,atharv616@gmail.com,,,KA,Morning,1.0,deterministic
ID_AB603DF6,CUST_0838480F,device_id,DEV_C5153FAA,Tablet,Edge,KA,Night,1.0,deterministic
ID_658B8D1D,CUST_35DB462E,email,kalpit815@gmail.com,,,DL,Evening,1.0,deterministic
ID_2B3D6FA0,CUST_35DB462E,device_id,DEV_85961AB1,Mobile,Firefox,MH,Morning,1.0,deterministic
ID_C3139486,CUST_35DB462E,phone,919299856782,,,DL,Afternoon,1.0,deterministic
ID_BC39CBC3,CUST_FBE3E53A,email,charles587@gmail.com,,,MH,Night,1.0,deterministic
ID_431AF055,CUST_FBE3E53A,device_id,DEV_82CCBF01,Tablet,Firefox,DL,Morning,1.0,deterministic
ID_4F7297F4,CUST_FBE3E53A,phone,918029959114,,,DL,Night,1.0,deterministic
ID_698A6179,CUST_A46748F6,email,abhimanyu15@gmail.com,,,TN,Night,1.0,deterministic
ID_570EECB7,CUST_A46748F6,device_id,DEV_8661A584,Tablet,Edge,MH,Morning,1.0,deterministic
ID_F8CAD2BC,CUST_A46748F6,phone,919369458435,,,MH,Morning,1.0,deterministic
ID_D0CB6B23,CUST_F6B94B37,email,ekaraj254@gmail.com,,,MH,Morning,1.0,deterministic
ID_5811C362,CUST_F6B94B37,device_id,DEV_7A430DE6,Tablet,Safari,DL,Night,1.0,deterministic
ID_38438E6C,CUST_F6B94B37,phone,917047728920,,,DL,Afternoon,1.0,deterministic
ID_AAA6D39C,CUST_6579F2EE,email,ekapad651@gmail.com,,,DL,Morning,1.0,deterministic
ID_21A589BF,CUST_6579F2EE,device_id,DEV_6DD46E8C,Tablet,Chrome,MH,Evening,1.0,deterministic
ID_4BB97D06,CUST_BEF47812,email,ekapad134@gmail.com,,,MH,Night,1.0,deterministic
ID_E0CEB1C6,CUST_BEF47812,device_id,DEV_95C86EBC,Mobile,Chrome,TN,Night,1.0,deterministic
ID_1A1BEEBE,CUST_BEF47812,phone,917914994560,,,TN,Evening,1.0,deterministic
ID_74240D92,CUST_E639AE8C,email,hardik35@gmail.com,,,DL,Morning,1.0,deterministic
ID_57178C88,CUST_E639AE8C,device_id,DEV_0FEA1AC1,Desktop,Edge,TN,Evening,1.0,deterministic
ID_094AC5AA,CUST_E639AE8C,phone,917144618892,,,DL,Night,1.0,deterministic
ID_D8B874D4,CUST_6E69BB46,email,nimrat530@gmail.com,,,MH,Morning,1.0,deterministic
ID_FCA8A283,CUST_6E69BB46,device_id,DEV_434CA0B0,Mobile,Safari,MH,Evening,1.0,deterministic
ID_62C06CC7,CUST_6E69BB46,phone,917708470576,,,DL,Evening,1.0,deterministic
ID_59D0FFE0,CUST_269B407E,email,hemang93@gmail.com,,,MH,Evening,1.0,deterministic
ID_BD384B86,CUST_269B407E,device_id,DEV_5E6F5A7B,Desktop,Chrome,DL,Morning,1.0,deterministic
ID_F4E24B60,CUST_269B407E,phone,918278509687,,,KA,Morning,1.0,deterministic
ID_AA22B7AB,CUST_60F782FD,email,darika663@gmail.com,,,MH,Morning,1.0,deterministic
ID_5E70C94D,CUST_60F782FD,device_id,DEV_D19D288D,Tablet,Chrome,KA,Afternoon,1.0,deterministic
ID_9F76F910,CUST_60F782FD,phone,917814875047,,,TN,Afternoon,1.0,deterministic
ID_FAB0BD20,CUST_8EEBB8A3,email,priya303@gmail.com,,,DL,Evening,1.0,deterministic
ID_5F57C055,CUST_8EEBB8A3,device_id,DEV_00BB02D3,Tablet,Firefox,DL,Morning,1.0,deterministic
ID_14A1DAE0,CUST_19E5CD10,email,gauri351@gmail.com,,,MH,Morning,1.0,deterministic
ID_C7216618,CUST_19E5CD10,device_id,DEV_27792089,Mobile,Firefox,DL,Afternoon,1.0,deterministic
ID_306E8D48,CUST_19E5CD10,phone,917093104987,,,DL,Morning,1.0,deterministic
ID_EAE1587B,CUST_B10F3870,email,balvan373@gmail.com,,,DL,Morning,1.0,deterministic
ID_32F62337,CUST_B10F3870,device_id,DEV_F6844BAF,Tablet,Safari,DL,Afternoon,1.0,deterministic
ID_672BE637,CUST_B10F3870,phone,917261375327,,,TN,Night,1.0,deterministic
ID_89ECB67F,CUST_9BB9B538,email,krish732@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_44AC2EB2,CUST_9BB9B538,device_id,DEV_699A6878,Tablet,Chrome,MH,Night,1.0,deterministic
ID_8FBA93D1,CUST_9BB9B538,phone,917835199193,,,KA,Evening,1.0,deterministic
ID_C3E94DBF,CUST_7B3DBE5B,email,devansh661@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_788782C1,CUST_7B3DBE5B,device_id,DEV_6E552A9E,Tablet,Edge,DL,Afternoon,1.0,deterministic
ID_A3137BD3,CUST_7B3DBE5B,phone,917248510277,,,MH,Morning,1.0,deterministic
ID_229B2420,CUST_E999A8A8,email,nikita10@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_C197E01C,CUST_E999A8A8,device_id,DEV_1703CB70,Tablet,Firefox,DL,Afternoon,1.0,deterministic
ID_1C343E57,CUST_E999A8A8,phone,919676125356,,,MH,Afternoon,1.0,deterministic
ID_54CFC376,CUST_07EB68F4,email,meera945@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_0A4D24A4,CUST_07EB68F4,device_id,DEV_024956E9,Desktop,Chrome,TN,Morning,1.0,deterministic
ID_79770B29,CUST_A95B61CD,email,arunima261@gmail.com,,,TN,Night,1.0,deterministic
ID_A713E6F4,CUST_A95B61CD,device_id,DEV_D4950ECB,Mobile,Safari,KA,Evening,1.0,deterministic
ID_3774FAD6,CUST_A95B61CD,phone,919594975663,,,MH,Morning,1.0,deterministic
ID_EC3C5AFB,CUST_9CC313BA,email,darpan350@gmail.com,,,DL,Evening,1.0,deterministic
ID_7071D127,CUST_9CC313BA,device_id,DEV_83AB2B5D,Tablet,Firefox,MH,Evening,1.0,deterministic
ID_80117CF6,CUST_9CC313BA,phone,919203453221,,,DL,Afternoon,1.0,deterministic
ID_E7190949,CUST_6E792318,email,balveer186@gmail.com,,,MH,Night,1.0,deterministic
ID_CEA0F92A,CUST_6E792318,device_id,DEV_4361E938,Tablet,Firefox,DL,Evening,1.0,deterministic
ID_FA646CA4,CUST_6E792318,phone,918264963942,,,MH,Night,1.0,deterministic
ID_8E1C9C42,CUST_51AF6922,email,ekbal404@gmail.com,,,DL,Night,1.0,deterministic
ID_27340703,CUST_51AF6922,device_id,DEV_D45016B5,Tablet,Safari,DL,Evening,1.0,deterministic
ID_2AAE87F7,CUST_EB3B7A55,email,yashasvi447@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_6EC41A6C,CUST_EB3B7A55,device_id,DEV_D36F5591,Mobile,Safari,TN,Night,1.0,deterministic
ID_0E0D2601,CUST_EB3B7A55,phone,919100805158,,,DL,Morning,1.0,deterministic
ID_A095EC42,CUST_34C5C6D7,email,atharv840@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_C76B90DB,CUST_34C5C6D7,device_id,DEV_FC0D2BC8,Desktop,Edge,DL,Morning,1.0,deterministic
ID_7240646B,CUST_5A2098A2,email,simon718@gmail.com,,,KA,Night,1.0,deterministic
ID_FA2561CA,CUST_5A2098A2,device_id,DEV_E9C137F2,Desktop,Safari,MH,Afternoon,1.0,deterministic
ID_8CC39B43,CUST_5A2098A2,phone,918151512093,,,MH,Morning,1.0,deterministic
ID_5602BA87,CUST_5F862B40,email,luke821@gmail.com,,,TN,Morning,1.0,deterministic
ID_562293D0,CUST_5F862B40,device_id,DEV_09CB2EB9,Desktop,Safari,TN,Afternoon,1.0,deterministic
ID_591529C5,CUST_B30C0F03,email,arya674@gmail.com,,,MH,Morning,1.0,deterministic
ID_FBE731F5,CUST_B30C0F03,device_id,DEV_EE9AE8DA,Desktop,Safari,DL,Morning,1.0,deterministic
ID_92FFEB1B,CUST_B30C0F03,phone,918246269351,,,DL,Morning,1.0,deterministic
ID_FC4F7D15,CUST_1351064A,email,charvi224@gmail.com,,,MH,Night,1.0,deterministic
ID_9D742DD6,CUST_1351064A,device_id,DEV_A89827E7,Mobile,Firefox,DL,Afternoon,1.0,deterministic
ID_E83C88F6,CUST_4A625328,email,bahadurjit930@gmail.com,,,TN,Morning,1.0,deterministic
ID_E9BABD54,CUST_4A625328,device_id,DEV_CAE452C2,Tablet,Chrome,KA,Evening,1.0,deterministic
ID_CABBCDB3,CUST_D6FCB1E8,email,matthew181@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_4ACA76D4,CUST_D6FCB1E8,device_id,DEV_23800FA7,Mobile,Chrome,DL,Evening,1.0,deterministic
ID_60E0CC7F,CUST_D6FCB1E8,phone,917917972111,,,KA,Morning,1.0,deterministic
ID_F07C2738,CUST_EB78793E,email,vansha148@gmail.com,,,KA,Evening,1.0,deterministic
ID_B716538B,CUST_EB78793E,device_id,DEV_F864A9C2,Mobile,Safari,KA,Night,1.0,deterministic
ID_F1452A95,CUST_EB78793E,phone,917658862136,,,TN,Afternoon,1.0,deterministic
ID_A13E8732,CUST_3BC4ECAE,email,ikbal712@gmail.com,,,MH,Evening,1.0,deterministic
ID_02BEA2AA,CUST_3BC4ECAE,device_id,DEV_F4E17BC7,Mobile,Safari,TN,Night,1.0,deterministic
ID_EEE4DA28,CUST_9BFE4ED4,email,veda174@gmail.com,,,DL,Evening,1.0,deterministic
ID_465D4079,CUST_9BFE4ED4,device_id,DEV_B9F9C414,Desktop,Safari,TN,Night,1.0,deterministic
ID_C178CD3F,CUST_756B35DC,email,zaid702@gmail.com,,,TN,Night,1.0,deterministic
ID_8360B5C9,CUST_756B35DC,device_id,DEV_F4EA0324,Desktop,Chrome,MH,Morning,1.0,deterministic
ID_83B0125F,CUST_58DE26DE,email,raksha256@gmail.com,,,KA,Morning,1.0,deterministic
ID_8E432D4F,CUST_58DE26DE,device_id,DEV_BC039ECB,Tablet,Firefox,DL,Morning,1.0,deterministic
ID_3EA76EEA,CUST_58DE26DE,phone,918709940452,,,KA,Morning,1.0,deterministic
ID_9F35B965,CUST_855AF781,email,ekalinga792@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_FA9ACA60,CUST_855AF781,device_id,DEV_CDD81390,Mobile,Edge,TN,Night,1.0,deterministic
ID_305A775F,CUST_855AF781,phone,917510913236,,,MH,Afternoon,1.0,deterministic
ID_FA39E3E1,CUST_8FE037C1,email,tripti873@gmail.com,,,DL,Night,1.0,deterministic
ID_20F8E407,CUST_8FE037C1,device_id,DEV_525ED5FE,Desktop,Chrome,KA,Evening,1.0,deterministic
ID_05970A1B,CUST_8FE037C1,phone,919296041619,,,DL,Night,1.0,deterministic
ID_FD41BE04,CUST_2BA29819,email,gauri800@gmail.com,,,KA,Morning,1.0,deterministic
ID_358B121D,CUST_2BA29819,device_id,DEV_4B3B0AEF,Mobile,Edge,KA,Night,1.0,deterministic
ID_1071B035,CUST_2BA29819,phone,918030021862,,,TN,Morning,1.0,deterministic
ID_B7151975,CUST_B99993B5,email,anjali814@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_7EA51695,CUST_B99993B5,device_id,DEV_C6728761,Mobile,Chrome,MH,Night,1.0,deterministic
ID_BAC5F427,CUST_B99993B5,phone,917071453574,,,TN,Night,1.0,deterministic
ID_AF88CC78,CUST_56A67BB4,email,wahab502@gmail.com,,,MH,Night,1.0,deterministic
ID_BEDBB468,CUST_56A67BB4,device_id,DEV_12F096C9,Tablet,Firefox,KA,Morning,1.0,deterministic
ID_349B7908,CUST_56A67BB4,phone,919883296963,,,KA,Morning,1.0,deterministic
ID_879AB0C5,CUST_93480CCB,email,onkar704@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_48D57FAF,CUST_93480CCB,device_id,DEV_C7C256CA,Tablet,Safari,DL,Morning,1.0,deterministic
ID_D8C17464,CUST_93480CCB,phone,917277421469,,,MH,Afternoon,1.0,deterministic
ID_6F7E9DE4,CUST_D488727A,email,ekapad81@gmail.com,,,TN,Evening,1.0,deterministic
ID_FEB44E13,CUST_D488727A,device_id,DEV_92F6EA9C,Desktop,Chrome,MH,Evening,1.0,deterministic
ID_16EFC512,CUST_D26F973C,email,praneel755@gmail.com,,,TN,Night,1.0,deterministic
ID_9E198AD8,CUST_D26F973C,device_id,DEV_9CB2B980,Desktop,Chrome,KA,Night,1.0,deterministic
ID_68025171,CUST_D26F973C,phone,917456088178,,,KA,Afternoon,1.0,deterministic
ID_2D2AD838,CUST_77F1C16C,email,diya136@gmail.com,,,MH,Night,1.0,deterministic
ID_A88B0830,CUST_77F1C16C,device_id,DEV_B63D68E2,Mobile,Safari,MH,Night,1.0,deterministic
ID_E38548B3,CUST_D6436251,email,madhavi470@gmail.com,,,KA,Night,1.0,deterministic
ID_A8D6C34F,CUST_D6436251,device_id,DEV_D169A8F8,Desktop,Safari,DL,Afternoon,1.0,deterministic
ID_FA1CC016,CUST_93A9BF43,email,ryan870@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_03186D9E,CUST_93A9BF43,device_id,DEV_6800F3EB,Mobile,Edge,DL,Night,1.0,deterministic
ID_67307814,CUST_EE0967E3,email,anusha462@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_8E346173,CUST_EE0967E3,device_id,DEV_33ADAF04,Tablet,Safari,MH,Evening,1.0,deterministic
ID_AD6936E1,CUST_EE0967E3,phone,919671833235,,,TN,Afternoon,1.0,deterministic
ID_274CB98D,CUST_E0EAE488,email,caleb424@gmail.com,,,TN,Night,1.0,deterministic
ID_B6788E9C,CUST_E0EAE488,device_id,DEV_B50584EF,Tablet,Chrome,DL,Afternoon,1.0,deterministic
ID_E5A78D13,CUST_E0EAE488,phone,919716557304,,,MH,Night,1.0,deterministic
ID_06FB4C5C,CUST_F2051248,email,anthony497@gmail.com,,,DL,Evening,1.0,deterministic
ID_F2E26EDF,CUST_F2051248,device_id,DEV_F1079DE9,Tablet,Chrome,MH,Morning,1.0,deterministic
ID_9D1AF7EE,CUST_F2051248,phone,919349025609,,,DL,Afternoon,1.0,deterministic
ID_D65299F3,CUST_82F65E23,email,hemal991@gmail.com,,,DL,Evening,1.0,deterministic
ID_7AAB766E,CUST_82F65E23,device_id,DEV_5F115171,Tablet,Edge,DL,Night,1.0,deterministic
ID_81E3F890,CUST_DD984D84,email,janaki258@gmail.com,,,TN,Morning,1.0,deterministic
ID_E0C7ADC5,CUST_DD984D84,device_id,DEV_F12AD762,Mobile,Firefox,KA,Morning,1.0,deterministic
ID_51DD7D1A,CUST_DD984D84,phone,919500067948,,,DL,Afternoon,1.0,deterministic
ID_030B4726,CUST_CB568B0F,email,pallavi84@gmail.com,,,DL,Morning,1.0,deterministic
ID_40F65F29,CUST_CB568B0F,device_id,DEV_9250C3E9,Mobile,Chrome,TN,Morning,1.0,deterministic
ID_791169EE,CUST_CB568B0F,phone,919570770823,,,KA,Evening,1.0,deterministic
ID_E511D1B8,CUST_21BB680C,email,yasti181@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_D6A88F55,CUST_21BB680C,device_id,DEV_2FCF66A7,Desktop,Safari,DL,Morning,1.0,deterministic
ID_1672A2B5,CUST_FED98234,email,sarthak584@gmail.com,,,KA,Night,1.0,deterministic
ID_CD4FF1B1,CUST_FED98234,device_id,DEV_B8345E7B,Mobile,Firefox,DL,Night,1.0,deterministic
ID_91802E63,CUST_EE8EF9EC,email,geetika550@gmail.com,,,KA,Night,1.0,deterministic
ID_AF1A258F,CUST_EE8EF9EC,device_id,DEV_E95E47C1,Desktop,Firefox,TN,Afternoon,1.0,deterministic
ID_A40A4E0D,CUST_EE8EF9EC,phone,918203055612,,,MH,Night,1.0,deterministic
ID_AB5E4D64,CUST_B35DE5D2,email,brinda575@gmail.com,,,TN,Evening,1.0,deterministic
ID_55CCF1A4,CUST_B35DE5D2,device_id,DEV_67F008FC,Desktop,Safari,KA,Evening,1.0,deterministic
ID_7807190A,CUST_C56A11A5,email,gaurang590@gmail.com,,,MH,Evening,1.0,deterministic
ID_22422BE5,CUST_C56A11A5,device_id,DEV_9BF84368,Desktop,Edge,KA,Night,1.0,deterministic
ID_0404E7BE,CUST_A7E56800,email,krish562@gmail.com,,,MH,Morning,1.0,deterministic
ID_AA3B2CA0,CUST_A7E56800,device_id,DEV_338CC947,Tablet,Edge,TN,Morning,1.0,deterministic
ID_64180C61,CUST_A7E56800,phone,919241819453,,,TN,Evening,1.0,deterministic
ID_CB6B1BC0,CUST_2C11FCAA,email,jhalak33@gmail.com,,,KA,Night,1.0,deterministic
ID_A6089F38,CUST_2C11FCAA,device_id,DEV_F8EEE847,Tablet,Safari,TN,Night,1.0,deterministic
ID_BE5D65A1,CUST_2C11FCAA,phone,918310882670,,,KA,Morning,1.0,deterministic
ID_43775122,CUST_547064A2,email,manan482@gmail.com,,,KA,Night,1.0,deterministic
ID_9405F815,CUST_547064A2,device_id,DEV_F2367F97,Mobile,Safari,DL,Morning,1.0,deterministic
ID_988A158E,CUST_92CEDCA7,email,adweta853@gmail.com,,,MH,Morning,1.0,deterministic
ID_8B5D4906,CUST_92CEDCA7,device_id,DEV_08F7B981,Tablet,Firefox,KA,Morning,1.0,deterministic
ID_48CE3174,CUST_92CEDCA7,phone,919718861629,,,MH,Afternoon,1.0,deterministic
ID_0441BC3E,CUST_D256D442,email,suhani483@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_0CA43F26,CUST_D256D442,device_id,DEV_C2BC7BB3,Desktop,Safari,MH,Evening,1.0,deterministic
ID_77CDF905,CUST_D256D442,phone,917667414819,,,DL,Night,1.0,deterministic
ID_8FB3D555,CUST_449FC798,email,qadim36@gmail.com,,,MH,Night,1.0,deterministic
ID_36C217E7,CUST_449FC798,device_id,DEV_32509652,Tablet,Edge,MH,Evening,1.0,deterministic
ID_4457DF42,CUST_449FC798,phone,919653640757,,,KA,Night,1.0,deterministic
ID_EEC7BACB,CUST_32B7B659,email,zaid28@gmail.com,,,KA,Evening,1.0,deterministic
ID_40EC29CA,CUST_32B7B659,device_id,DEV_8BF690D5,Desktop,Firefox,MH,Night,1.0,deterministic
ID_F21DC1A1,CUST_FBEBE3B4,email,vedant754@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_1681EFAB,CUST_FBEBE3B4,device_id,DEV_544502A2,Mobile,Edge,TN,Night,1.0,deterministic
ID_CDD91999,CUST_FBEBE3B4,phone,917254200141,,,TN,Afternoon,1.0,deterministic
ID_E670DA2E,CUST_4C574128,email,indrajit281@gmail.com,,,DL,Night,1.0,deterministic
ID_D7AC3B12,CUST_4C574128,device_id,DEV_55697A83,Desktop,Chrome,MH,Morning,1.0,deterministic
ID_B3C583E9,CUST_4C574128,phone,918308898357,,,KA,Evening,1.0,deterministic
ID_57C27335,CUST_EA42A92D,email,suhani853@gmail.com,,,TN,Evening,1.0,deterministic
ID_59796D90,CUST_EA42A92D,device_id,DEV_3C162762,Mobile,Safari,KA,Afternoon,1.0,deterministic
ID_5B68B217,CUST_51A7B9FE,email,ronith658@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_23D70909,CUST_51A7B9FE,device_id,DEV_C35C846C,Mobile,Edge,TN,Night,1.0,deterministic
ID_F3D9B08C,CUST_51A7B9FE,phone,919772886399,,,KA,Morning,1.0,deterministic
ID_9007E5BA,CUST_44A2C795,email,mason907@gmail.com,,,DL,Night,1.0,deterministic
ID_CFDF2F80,CUST_44A2C795,device_id,DEV_5208EE6A,Mobile,Edge,TN,Evening,1.0,deterministic
ID_2EA391A7,CUST_FCBFFC24,email,rachita740@gmail.com,,,KA,Morning,1.0,deterministic
ID_2AA0D51B,CUST_FCBFFC24,device_id,DEV_A878DD71,Mobile,Edge,TN,Night,1.0,deterministic
ID_3B926857,CUST_FCBFFC24,phone,917262868723,,,MH,Morning,1.0,deterministic
ID_E7114F67,CUST_85EA6A71,email,samarth571@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_7292654A,CUST_85EA6A71,device_id,DEV_ADD5B107,Mobile,Firefox,TN,Night,1.0,deterministic
ID_97FF844C,CUST_94D3E97B,email,nitesh737@gmail.com,,,DL,Evening,1.0,deterministic
ID_56F68AFD,CUST_94D3E97B,device_id,DEV_DD17365D,Mobile,Safari,KA,Evening,1.0,deterministic
ID_F1C3668F,CUST_94D3E97B,phone,917389493942,,,DL,Morning,1.0,deterministic
ID_50824A1D,CUST_5D50C84D,email,onveer745@gmail.com,,,KA,Night,1.0,deterministic
ID_ABF4C615,CUST_5D50C84D,device_id,DEV_DAE6A0D9,Tablet,Firefox,KA,Morning,1.0,deterministic
ID_850985E0,CUST_5D50C84D,phone,918282765043,,,MH,Night,1.0,deterministic
ID_7DDC9122,CUST_5103D3C5,email,naveen560@gmail.com,,,KA,Morning,1.0,deterministic
ID_B540F510,CUST_5103D3C5,device_id,DEV_E7BFEF5D,Mobile,Edge,DL,Evening,1.0,deterministic
ID_56AC05D5,CUST_260D0C2F,email,lucky536@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_C7E144F2,CUST_260D0C2F,device_id,DEV_8BBAA78D,Mobile,Safari,TN,Evening,1.0,deterministic
ID_D5DC8881,CUST_260D0C2F,phone,918840526033,,,TN,Afternoon,1.0,deterministic
ID_4DFD7D9B,CUST_47FE6E8D,email,siya917@gmail.com,,,DL,Morning,1.0,deterministic
ID_265CF819,CUST_47FE6E8D,device_id,DEV_239D65A9,Mobile,Safari,KA,Night,1.0,deterministic
ID_3BDC3594,CUST_47FE6E8D,phone,917787464809,,,DL,Morning,1.0,deterministic
ID_14507268,CUST_4248F272,email,triveni349@gmail.com,,,DL,Morning,1.0,deterministic
ID_3C2C104D,CUST_4248F272,device_id,DEV_178AB624,Desktop,Safari,MH,Night,1.0,deterministic
ID_A938EC71,CUST_4248F272,phone,917269346270,,,KA,Evening,1.0,deterministic
ID_0C3DA30E,CUST_6D8BC63B,email,mohini694@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_DAF0A45C,CUST_6D8BC63B,device_id,DEV_72F6CA4D,Desktop,Firefox,DL,Morning,1.0,deterministic
ID_179A995B,CUST_559D568C,email,amol566@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_587A25C4,CUST_559D568C,device_id,DEV_16A70660,Tablet,Chrome,KA,Afternoon,1.0,deterministic
ID_C39E812C,CUST_475F08DA,email,anika815@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_5285E424,CUST_475F08DA,device_id,DEV_85F221A9,Mobile,Firefox,TN,Afternoon,1.0,deterministic
ID_A626EAE8,CUST_475F08DA,phone,919854444115,,,TN,Morning,1.0,deterministic
ID_3D83BD65,CUST_5D81D8F3,email,umang656@gmail.com,,,KA,Night,1.0,deterministic
ID_30910891,CUST_5D81D8F3,device_id,DEV_4A689681,Desktop,Edge,KA,Afternoon,1.0,deterministic
ID_42F13726,CUST_5D81D8F3,phone,917784163084,,,TN,Afternoon,1.0,deterministic
ID_65985ECC,CUST_F25B8976,email,nitesh628@gmail.com,,,KA,Evening,1.0,deterministic
ID_D0B26EE6,CUST_F25B8976,device_id,DEV_FF2FA8F3,Mobile,Safari,MH,Afternoon,1.0,deterministic
ID_E70C9A73,CUST_F25B8976,phone,918248811789,,,TN,Afternoon,1.0,deterministic
ID_23316E76,CUST_6E4B08DD,email,chaitanya880@gmail.com,,,KA,Night,1.0,deterministic
ID_E4C4A965,CUST_6E4B08DD,device_id,DEV_CA407E3D,Mobile,Edge,KA,Morning,1.0,deterministic
ID_26C85EA0,CUST_7B8B4582,email,gaurav464@gmail.com,,,MH,Evening,1.0,deterministic
ID_85666070,CUST_7B8B4582,device_id,DEV_7089995A,Tablet,Chrome,KA,Morning,1.0,deterministic
ID_B1379666,CUST_7B8B4582,phone,919249220558,,,DL,Evening,1.0,deterministic
ID_BB0E5DE6,CUST_C8832EFB,email,chanakya323@gmail.com,,,KA,Morning,1.0,deterministic
ID_945F1461,CUST_C8832EFB,device_id,DEV_560B6411,Desktop,Chrome,MH,Night,1.0,deterministic
ID_5099996A,CUST_C8832EFB,phone,919034992883,,,TN,Afternoon,1.0,deterministic
ID_9D4A5B13,CUST_C4B680AE,email,ekaja975@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_6E8D96A4,CUST_C4B680AE,device_id,DEV_7E77C9B7,Tablet,Edge,KA,Evening,1.0,deterministic
ID_37FF67C7,CUST_C4B680AE,phone,919884372651,,,MH,Night,1.0,deterministic
ID_AA8BE6A9,CUST_0FE8CE86,email,laksh802@gmail.com,,,MH,Night,1.0,deterministic
ID_54BAB2E2,CUST_0FE8CE86,device_id,DEV_20838A52,Tablet,Edge,TN,Afternoon,1.0,deterministic
ID_70BF5946,CUST_0FE8CE86,phone,917801054918,,,TN,Afternoon,1.0,deterministic
ID_E19F240C,CUST_119DD9F6,email,jagvi65@gmail.com,,,KA,Night,1.0,deterministic
ID_8912F8F3,CUST_119DD9F6,device_id,DEV_D9D4BDA5,Tablet,Edge,TN,Night,1.0,deterministic
ID_1EB8E334,CUST_119DD9F6,phone,919942239435,,,KA,Night,1.0,deterministic
ID_627C1023,CUST_4A5340F6,email,imaran292@gmail.com,,,KA,Morning,1.0,deterministic
ID_5F94E2F8,CUST_4A5340F6,device_id,DEV_91054786,Tablet,Edge,KA,Evening,1.0,deterministic
ID_2D0D24CC,CUST_4A5340F6,phone,919270399297,,,DL,Afternoon,1.0,deterministic
ID_6243E86A,CUST_1CE8F62B,email,ayushman697@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_639DF288,CUST_1CE8F62B,device_id,DEV_6D48D760,Mobile,Firefox,DL,Night,1.0,deterministic
ID_296652A1,CUST_1CE8F62B,phone,919492062358,,,TN,Morning,1.0,deterministic
ID_7149915C,CUST_60543475,email,kalpit119@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_8427D0BC,CUST_60543475,device_id,DEV_6BBA740E,Tablet,Safari,DL,Evening,1.0,deterministic
ID_9FBFEF4C,CUST_60543475,phone,917290332284,,,TN,Night,1.0,deterministic
ID_C0FF3D9A,CUST_508B3E12,email,ikbal404@gmail.com,,,TN,Morning,1.0,deterministic
ID_FEC71068,CUST_508B3E12,device_id,DEV_E960C78F,Desktop,Edge,TN,Morning,1.0,deterministic
ID_A7467A32,CUST_64D813A5,email,dominic887@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_F2B834DD,CUST_64D813A5,device_id,DEV_4058835C,Desktop,Safari,TN,Afternoon,1.0,deterministic
ID_4D3A70C4,CUST_EDC61F3F,email,mohini694@gmail.com,,,TN,Afternoon,1.0,deterministic
ID_1895B046,CUST_EDC61F3F,device_id,DEV_2D9547C2,Mobile,Firefox,TN,Morning,1.0,deterministic
ID_DCE3CFFA,CUST_EDC61F3F,phone,918557703334,,,KA,Afternoon,1.0,deterministic
ID_845B87B6,CUST_A14EE256,email,vedhika860@gmail.com,,,MH,Evening,1.0,deterministic
ID_246A72A3,CUST_A14EE256,device_id,DEV_BB43062C,Tablet,Safari,MH,Night,1.0,deterministic
ID_20FCE0F5,CUST_B11FBE08,email,zarna742@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_2B28915C,CUST_B11FBE08,device_id,DEV_95239C74,Desktop,Chrome,DL,Afternoon,1.0,deterministic
ID_BFA91C74,CUST_B11FBE08,phone,919251637282,,,TN,Morning,1.0,deterministic
ID_DA386D2C,CUST_DA071068,email,janya396@gmail.com,,,DL,Night,1.0,deterministic
